step,bce,L_struct_total,L_struct_scaled,hub_penalty,density_penalty,JS_soft,JS_mass,moment_mean,moment_std,deg_gen_mean,deg_gen_std,hub1pct_gen,auc,ap
0,1.0468096733093262,21.648351669311523,5.412087917327881,0.040809933096170425,3.199365164618939e-05,0.16736993193626404,0.21376743912696838,14.295817375183105,398.0734558105469,15.54098129272461,0.3652678430080414,0.01106721255928278,0.8809546948030913,0.5217296970433362
1,1.0362571477890015,21.624649047851562,5.406162261962891,0.04073721170425415,3.377189932507463e-05,0.1693589836359024,0.2145368754863739,15.090314865112305,395.96435546875,15.644625663757324,0.41819313168525696,0.011212650686502457,0.8809909451308868,0.52181656904889
2,1.028002381324768,21.60702133178711,5.401755332946777,0.04066138714551926,3.5824054066324607e-05,0.17157809436321259,0.21538986265659332,16.00731658935547,393.7264099121094,15.76091480255127,0.47450610995292664,0.011364304460585117,0.8809346414302682,0.5221538388653307
3,1.018259882926941,21.597003936767578,5.3992509841918945,0.040583524852991104,3.815868331003003e-05,0.1740117371082306,0.21631883084774017,17.050662994384766,391.3829040527344,15.88924503326416,0.5336472988128662,0.011520027182996273,0.8808469721977983,0.5229207562215304
4,1.0108600854873657,21.596006393432617,5.399001598358154,0.04050459340214729,4.0776460082270205e-05,0.17663662135601044,0.21731331944465637,18.22068977355957,388.9620361328125,16.0285701751709,0.5949260592460632,0.011677888222038746,0.8807785850545812,0.523342246697965
5,1.0052659511566162,21.604656219482422,5.4011640548706055,0.04042678698897362,4.362501931609586e-05,0.17937996983528137,0.21834436058998108,19.49398422241211,386.524658203125,16.175199508666992,0.6568170785903931,0.011833501979708672,0.8806801178521295,0.5231240092672006
6,1.0036929845809937,21.621673583984375,5.405418395996094,0.04035355895757675,4.6560988266719505e-05,0.1820957213640213,0.21935634315013885,20.80645179748535,384.17706298828125,16.321409225463867,0.7166118621826172,0.011979962699115276,0.8805939911867997,0.5232310087637664
7,0.9989280104637146,21.643203735351562,5.410800933837891,0.0402892604470253,4.933298987452872e-05,0.1845642626285553,0.22026804089546204,22.045690536499023,382.07196044921875,16.455284118652344,0.7703855037689209,0.012108554132282734,0.8805070932378999,0.5232182932319392
8,1.0022506713867188,21.664308547973633,5.416077136993408,0.040236301720142365,5.17231019330211e-05,0.18662318587303162,0.22102150321006775,23.114282608032227,380.3092041015625,16.567731857299805,0.8155286908149719,0.012214474380016327,0.8804176243437662,0.5232991482850642
9,1.0059148073196411,21.6777400970459,5.419435024261475,0.04019806534051895,5.341844735085033e-05,0.18804386258125305,0.2215355634689331,23.872303009033203,379.0289611816406,16.64592933654785,0.8483805656433105,0.012290949001908302,0.8804052838066444,0.5236156236685624
10,1.0028982162475586,21.678852081298828,5.419713020324707,0.04017508029937744,5.427152063930407e-05,0.1887408047914505,0.2217819094657898,24.253738403320312,378.2723388671875,16.6848087310791,0.8678219318389893,0.012336915358901024,0.8804345925823088,0.5237314792886874
11,0.9996795654296875,21.668254852294922,5.4170637130737305,0.0401645191013813,5.439073356683366e-05,0.1888250708580017,0.22180315852165222,24.307104110717773,377.95196533203125,16.690223693847656,0.8760611414909363,0.012358037754893303,0.8805040081036194,0.5237511168505785
12,1.0048874616622925,21.648521423339844,5.412130355834961,0.04016362130641937,5.3936975746182725e-05,0.18843378126621246,0.22165042161941528,24.10424041748047,377.9724426269531,16.669607162475586,0.875533938407898,0.01235983707010746,0.8805878209182388,0.523816388076153
13,1.0035499334335327,21.62192153930664,5.40548038482666,0.04017139971256256,5.3002215281594545e-05,0.18763768672943115,0.2213495969772339,23.686338424682617,378.2950439453125,16.626861572265625,0.8672381639480591,0.012344279326498508,0.880625870907698,0.5241406344732701
14,1.00143301486969,21.59201431274414,5.398003578186035,0.04018527641892433,5.1760656788246706e-05,0.18657299876213074,0.22095037996768951,23.13123321533203,378.83209228515625,16.569494247436523,0.8534375429153442,0.012316526845097542,0.8807281945280002,0.5241775887745721
15,0.9920910000801086,21.561588287353516,5.390397071838379,0.04020325466990471,5.035883077653125e-05,0.1853552758693695,0.22049464285373688,22.50448226928711,379.50567626953125,16.503889083862305,0.8361418843269348,0.012280566617846489,0.880797095860264,0.5241596181628891
16,0.9910268783569336,21.53326988220215,5.383317470550537,0.04022222012281418,4.8979629355017096e-05,0.18413817882537842,0.220038503408432,21.88787269592285,380.2010498046875,16.438447952270508,0.8183016777038574,0.012242638505995274,0.8808762809734627,0.5243201808237586
17,0.9922676682472229,21.507755279541016,5.376938819885254,0.040240686386823654,4.769258521264419e-05,0.1829836368560791,0.219604954123497,21.31243324279785,380.86871337890625,16.37653923034668,0.8011897206306458,0.0122056994587183,0.8809541806140445,0.5246903479888807
18,0.9922071695327759,21.485105514526367,5.371276378631592,0.040257778018713,4.652959978557192e-05,0.18192407488822937,0.21920588612556458,20.792499542236328,381.48046875,16.31987953186035,0.7855230569839478,0.012171519920229912,0.8810156262051306,0.5242904819465998
19,0.9896933436393738,21.465261459350586,5.3663153648376465,0.04027239605784416,4.5526554458774626e-05,0.18099647760391235,0.21885532140731812,20.34404182434082,382.0023193359375,16.270437240600586,0.7721669673919678,0.012142282910645008,0.8810480201150755,0.5241014847913247
20,0.9886903762817383,21.448040008544922,5.3620100021362305,0.04028329253196716,4.47206839453429e-05,0.18024060130119324,0.21856802701950073,19.9837589263916,382.396240234375,16.23031997680664,0.7620916962623596,0.012120489031076431,0.8811032954376006,0.5238390638323697
